title,overview,genre_ids,genre_names
Marry the Boss's Daughter,"Young man from Kansas goes to New York to work for his tycoon-hero. His superiors won't listen to his ideas about business, but the boss and his daughter do.",35,Comedy
Ladrón que roba a ladrón,Two bandits hide from the law by posing as doctor's in a small town without medical care.,,
"C'mon, Let's Live a Little",An Arkansas folk singer goes to college and woos the dean's daughter at a time of campus unrest.,"10402,35","Music,Comedy"
El rey y la reina,,18,Drama
Getting Even with Dad,"Con man Ray is going after one last heist – a stash of rare coins – when his estranged son Timmy unexpectedly shows up. Ray is too preoccupied with his robbery to spend time with his son, so Timmy blackmails him into acting like a father, hiding the coins and promises to return them only after Ray takes him to amusement parks and baseball games.","35,80,10751","Comedy,Crime,Family"
Ein Mann mit Grundsätzen?,"The day before chemist Dr. Hans Wynhold leaves for a six months business trip to Africa, he meets chemistry student Christa Weiden. They spend the evening together in St. Pauli and fall in love. She doesn't tell him that she'll start the next day at the chemistry laboratory he works at too, because he says he doesn't like women in ""men's jobs"". Only after his departure the next day Christa learns about Hans' reputation as a Don Juan. In fear that she'll lose him to another woman, she follows him... and starts a series of complications.",35,Comedy
Memorias de un Visitador Médico,"A pharmaceutical salesman travels around the country and has sexual adventures in every place, but no woman really interests him. When returning from one of his travels, he is hit by a car and falls in love with the driver, but none of his tactics of conquest get results. Written by Anonymous",35,Comedy
When We Lost to the Germans,"After the lost final against Germany, everyone is hungover; in the summer town it remains quiet. Jonas and Dan bump into each other and decide to explore the neighbourhood to see if there is anything going on. Meanwhile, the realisation sinks in that their classmate Catootje has been missing for five days - could she still be alive?",18,Drama
Prima di andar via,"""Tomorrow, I won't be alive anymore,"" Francesco tersely tells his family, gathered for dinner. He has decided to commit suicide because he can't bear living without his wife, who died three months earlier, and can't imagine the idea of getting used to the pain. After the initial shock, his parents and his sisters try to make him change his mind.",18,Drama
Lemonade Joe,"A satire of the Great American Way, with Lemonade Joe a ""clean living"" gunfighter who drinks only Kola-Loca Lemonade and convinces everyone else in town (with his gun skills) that all ""real men"" drink ONLY lemonade!","35,37","Comedy,Western"
The Iron Lady,"A look at the life of Margaret Thatcher, the former Prime Minister of the United Kingdom, with a focus on the price she paid for power.","36,18","History,Drama"
"The Prince Story: Icon, Genius... Slave","A dramatization of the life of the acclaimed American musician, Prince, who died from an accidental overdose at the age of just 57 in 2016.","99,10402","Documentary,Music"
The Red Thread,"Seven years after their first infatuated encounter, Abril and Manuel meet again. Despite the fact that they are both married, it is soon apparent that their attraction has only grown.","18,10749","Drama,Romance"
My Babysitter the Super Hero,A teenage boy and his little sister are thrust into an adrenaline-charged adventure when they find out their gregarious babysitter is in fact the legendary super hero known as Agent-Action.,10751,Family
Sister Sister,"This is a psychological film exploring the love story revolving around two beautiful women - Thien Kim and Bao Nhi. Face to face in a game where only one person wins, when the happiness of a small home is about to be swept away by a storm, who will fiercely fight for what they want and who will resign to keep peaceful?","53,18,10749","Thriller,Drama,Romance"
Telling You,"Instead of moving on to bigger and better things after college graduation, two best buddies are embarrassed to find themselves working at a pizza parlor and avoiding old classmates who come in for a slice.","18,35,10749","Drama,Comedy,Romance"
Dollars for a Fast Gun,"In a desert region, Martin, bound to a wheelchair, is served by a gang of desperados to collect rents and kill anybody who resists. Then Lassiter arrives, telling Martin that he knows where Frank is, the man who made him a cripple. A reward is promised for his head. Then Frank smells danger... Source: SWDB www.spaghetti-western.net",37,Western
Trap for Seven Spies,After the end of World War II former SS Colonel Von Rittenau resides in a French castle with a group of New Nazis. Von Rittenau captures seven former Allied secret agents after he discovers their names in an old Gestapo archive and now wants his revenge on them.,"53,10752","Thriller,War"
Meetings in the Forest,"The fate of a young girl named Svea, who has always been hunted down, in the depths of an immense forest governed by the monstrous Akos, not far from a mysterious castle inhabited by the noble Adrien, who will become the willing sacrificial victim of an incredible sylvan entity.",14,Fantasy
A LEGO Brickumentary,A look at the global culture and appeal of the LEGO building-block toys.,"99,10751","Documentary,Family"
Four Brothers,Four adopted brothers return to their Detroit hometown when their mother is murdered and vow to exact revenge on the killers.,"28,80","Action,Crime"
Wealth of a Nation,"""This film explores how freedom of speech — including dissent — is afforded to all Americans, and shows freedom of expression in art, music, dance, architecture, and science. The film also emphasizes the importance of the individual’s contribution to the whole of society and demonstrates how a productive and creative society is formed by the open and respectful exchange of ideas. The film was written, produced, and directed by William Greaves"" (National Archives).",99,Documentary
The Swindle,"Aging small-time conman Augusto works with two younger men: Roberto, who desires to become the Italian Johnny Ray, and Carlo, nicknamed Picasso. Through a series of mishaps and personal entanglements, things go badly for Augusto.","18,80","Drama,Crime"
Sa Hirap at Ginhawa,"A young couple eloped, got married and then must cope with problems like money, living on their own, trying finish school and raising a baby. not to mention the fact that even young married couples do get bored sometimes.","10749,18","Romance,Drama"
Mlle. Desiree,"Julie and Désirée Clary are courted by the brothers Joseph and Napoleon Bonaparte. Joseph marries Julie and Napoleon is affianced to Désirée. When Napoleon breaks the engagement and marries Joséphine de Beauharnais, Désirée becomes involved with General Bernadotte.","35,18,36","Comedy,Drama,History"
Speciale Ulisse - La Sicilia di Montalbano,"Alberto Angela celebrates the centenary of Andrea Camilleri's birth with a trip to the places of Inspector Montalbano, including Scicli, Ragusa and the Valley of the Temples, meeting the cast of the series and paying homage to the writer.",99,Documentary
Behind Enemy Lines III: Colombia,Navy SEALS mount an attack on Colombian special forces to clear their names and rescue a hostage.,"10752,28,53","War,Action,Thriller"
Wrong Turn 5: Bloodlines,"A small West Virginia town is hosting the legendary Mountain Man Festival on Halloween, where throngs of costumed party goers gather for a wild night of music and mischief. But an inbred family of hillbilly cannibals kill the fun when they trick and treat themselves to a group of visiting college students.","27,53","Horror,Thriller"
Charity and the Strange Smell of Money,"Charity is in charge of delivering the railroad payroll, but some locals and a Mexican gang have their own plans for the money.","37,35","Western,Comedy"
Way of the Black Dragon,"Allison Wong gets abducted by a gang of drug smugglers with a nasty sideline business involving white slavery and prostitution. Interpol agent Bill Eaton, honest worker Chen, and Allison's brother join forces to take out the nefarious crime syndicate.",28,Action
Mercenary for Justice,"Mercenary John Seeger is one of the best in the business. John and his crew battle some soldiers on Galmoral Island in Southern Africa as they're trying to rescue the French Ambassador -- there's a coup going on. Some of John's soldiers unload their machine guns into the Ambassador and his family, blowing the mission and getting his best friend Radio Jones killed. He heads back to the US and visits Radio's wife Shondra to tells her the news, and then promises that he'll take care of her and her son Eddie. But shortly after he makes that vow, Shondra and Eddie get kidnapped.","28,12,53","Action,Adventure,Thriller"
Tribute to a Bad Man,"Jeremy Rodock is a tough horse rancher who strings up rustlers as soon as looks at them. Fresh out of Pennsylvania, Steve Miller finds it hard to get used to Rodock’s ways, although he takes an immediate shine to his Greek girl Jocasta.",37,Western
¿Qué haremos con papá?,"The funny story of a man who loses his memory in an accident and can not remember who was married to another woman, then meets another woman he marries and starts another life and lives alternately with a family 15 days and 15 days with the another arguing that their travel is for work in the Crown Brewery, which is in Veracruz where he lives with one family and one in Mexico.",35,Comedy
A Boy Named Charlie Brown,"Poor Charlie Brown. He can't fly a kite, and he always loses in baseball. Having his faults projected onto a screen by Lucy doesn't help him much either. Against the sage advice and taunting of the girls in his class, he volunteers for the class spelling bee.","10751,16,35,18","Family,Animation,Comedy,Drama"
The Two Deaths of Sean Doolittle,A man has absolutely no fear of dying because he believes he has found a doctor who is able to bring him back to life after he dies.,"10770,27,9648,53","TV Movie,Horror,Mystery,Thriller"
A Crime in Paradise,"In the 1980 French countryside, farmer Jojo and his ill-tempered wife Lulu hate each other, though their respective interests speak against divorce. The only thing that keeps the oppressed Jojo from murder is the threat of the guillotine...",35,Comedy
American Maker,"Portrays all Americans as makers, with a rich tradition of pride in workmanship and satisfaction of needs.",99,Documentary
Welcome to Lynchland,"Creator of absolute freedom, David Lynch constructed his work as an enigma to be deciphered between dream and reality. A cult director from his first films (""Eraserhead"", ""Elephant Man"", ""Blue Velvet""), Lynch forever changed the world of television with his series ""Twin Peaks"", before tackling the lies of Hollywood in ""Mulholland Drive"". Tracing the life of the most influential filmmaker of his generation, this documentary explores the hidden meaning of a relentlessly consistent filmography and delves beneath the dark, teeming surface of the American Dream.",99,Documentary
Fréro Delavega à l'Olympia,,10402,Music
Sree Hari Hara Sudhan Swami Ayyappan,Sree Hari Hara Sudhan Swami Ayyappan Movie is Fully 3D Animated Devotional Story of Lord Ayyappan.,"16,18,36","Animation,Drama,History"
Either All or None,"A men is hired to find a stolen cache of $1,000,000 in gold coins while all the while he seems protected by a ghost.",37,Western
Dr. Carstair's 1869 Love-Root Elixir,"A couple of thugs rob gold from the peaceful miners, then they steal their women.","37,35","Western,Comedy"
A Husband for Anna,Anna Zaccheo is a beautiful young woman from a working class Neapolitan family. Her main concern is to find herself a suitable husband. She meets a young sailor Andrea one day and gets engaged to him. But while she is waiting for Andrea to return from the navy she gets raped by her boss. Her life suddenly takes a downward spiral.,"18,10749","Drama,Romance"
Vendetta II: The New Mafia,,"80,18,53","Crime,Drama,Thriller"
Tree of Eternal Love,"Kiik, a young car mechanic stuck between the gears of life, finds out that his girlfriend's heart has been won over by a new handsome man. To get rid of the pain in his soul, Kiik asks his filmmaker best friend to join the adventure, with the destination to cut down the tree of eternal love. The journey to the mystical tree becomes thorny, intriguing and criminal.",35,Comedy
The Night of the Shooting Stars,"The Night of San Lorenzo, the night of the shooting stars, is the night when dreams come true in Italian folklore. In 1944, a group of Italians flee their town after hearing rumours that the Nazis plan to blow it up and that the Americans are about to arrive to liberate them.","10752,18","War,Drama"
Donkey's Christmas Shrektacular,"Deck the halls with Donkey’s laughter in this all-new holiday collection. Donkey presents his very own carolling stage show featuring his Far Far Away pals in this merry, musical treat with all the trimmings! Join in the fun as they bring their own Shrektacular spirit to festive holiday songs, a fun Donkey Decoration scramble, and a hilarious virtual Yule Log that’s so funny… it’s on fire.","14,16,35,10751","Fantasy,Animation,Comedy,Family"
The Man Who Saw Frankenstein Cry,"King of Horror, legendary actor, scriptwriter and director, Paul Naschy is regarded as the Spanish Lon Chaney and the most prolific filmmaker dedicated to the fantastic cinema in Spain.",99,Documentary
The World Is Yours,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.","35,80","Comedy,Crime"
Abbiamo solo fatto l'amore,"Working together with his friend Leo as a waiter in a dining car, Simone discovers that Silvia, a girl with whom he had a casual relationship, is pregnant and wants to keep the baby.",35,Comedy
Por Incrível que Pareça,"A man who works at a nuclear plant is contaminated by radioactivity. On the way to the hospital, the ambulance has an accident, and the man's head disappears. Lost and free from its body, the head goes through many adventures.","878,35","Science Fiction,Comedy"
Mr. Peabody & Sherman,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-machine is stolen and moments in history begin to be changed.","16,12,10751","Animation,Adventure,Family"
Alvin and the Chipmunks Meet the Wolfman,"As Alvin struggles with nightmares involving werewolves, the school play of Jekyll & Hyde is in jeopardy when the lead, Alvin, is suspended. In an attempt to boost his confidence, the principal suggests Theodore, who's suddenly going through some canine changes.","10751,14,35,16,10402","Family,Fantasy,Comedy,Animation,Music"
This Freedom to Have... Wet Wings,A writer attempts to blackmail a publisher into printing his latest book,18,Drama
Vengeance Is a Dish Served Cold,"After witnessing the brutal murder of his entire family by Native Americans as a child, Jeremiah Bridger becomes a merciless Indian-killer and scalp hunter. After saving the life of a beautiful Native American girl named Tune, however, the lone and silent gunman slowly reconsiders his hatred. He starts to doubt his former persuasion, that it was really Indians, who killed his family, and soon has to find out that a greedy and unscrupulous landowner usually blames Native Americans for his own crimes.",37,Western
Winnie the Pooh and the Blustery Day,"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.","10751,16,10402","Family,Animation,Music"
Children of Men,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.","18,28,53,878","Drama,Action,Thriller,Science Fiction"
"White as Milk, Red as Blood","Like all sixteen-year-olds, Leo prefers the company of friends, motorbike rides and music to school. None of the teachers seem to be able to arouse his interest until the arrival in his class of a young history and philosophy substitute who, with his modern methods, helps him see the world with different eyes. In love with Beatrice, the ethereal girl of his dreams, Leo divides the world by colours. Beatrice is the red of love but he is forced to confront his own beliefs and fears when he discovers that the girl is suffering from leukemia, a disease that he links to white, a symbol of emptiness and loss.","18,35","Drama,Comedy"
The Jack in the Box: Awakening,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",27,Horror
The Emperor's New Clothes,"In Europe several several centuries ago, a group of prisoners about to be executed are freed as part of the celebration of the upcoming marriage of the emperor's daughter, Princess Gilda, to a very rich prince from another country.  Sid Caesar composed the song ""Clothes Make the Man"".  Ran 93 minutes on German TV.","35,10402,10751","Comedy,Music,Family"
River of No Return,An itinerant farmer and his young son help a heart-of-gold saloon singer search for her estranged husband.,"12,37","Adventure,Western"
Atlantis: The Lost Empire,A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,"16,10751,12,878","Animation,Family,Adventure,Science Fiction"
Waking Up to Danger,"A young mother attempts to pick up the pieces after a horrible accident damages her memory, but she soon begins to suspect that her husband’s indiscretions are what caused her suffering and her whole family might still be in danger","53,10770,18","Thriller,TV Movie,Drama"
Kill It and Leave This Town,"Fleeing from despair after losing those dearest to him, the hero hides in a safe land of memories, where time stands still and all those dear to him are alive.","16,27","Animation,Horror"
Twilight of Love,"Richard Butler is the director of a Montreal advertising agency. When he meets Dyanne, a young beautiful model, he falls in love.",18,Drama
Finding ʻOhana,"Two Brooklyn siblings' summer in a rural Oahu town takes an exciting turn when a journal pointing to long-lost treasure sets them on an adventure, leading them to reconnect with their Hawaiian heritage.","12,28,35,10751","Adventure,Action,Comedy,Family"
Sully,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River, saving the lives of all 155 souls aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.","18,36","Drama,History"
Torchy Blane in Panama,"Torchy, Steve, and Gahagan are on the trail of a bank robber aboard an ocean liner traveling from New York to L.A. via the Panama Canal.","80,35,9648","Crime,Comedy,Mystery"
The Addams Family 2,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,"16,10751,35,14,12","Animation,Family,Comedy,Fantasy,Adventure"
Return to Fantasy Island,"A second feature-length pilot film for the wish-fulfillment series sees six lucky people having their dreams fulfilled on the luxury resort island. Career woman Margo Dean's assistant, Lowell Benson, hopes to romance her; Brian and Lucy Faber want to see the daughter they gave up for adoption; Janet Fleming, who lost her memory on her honeymoon, wants to relive it to cure her amnesia.","14,18,10749,10770","Fantasy,Drama,Romance,TV Movie"
The Dance of Reality,"'Having broken away from my illusory self, I was desperately seeking a path and a meaning to life.' This phrase perfectly sums up Alejandro Jodorowsky’s biographical project: reconstituting the incredible adventure of his life. He was born in 1929 Tocopilla, a coastal town on edge of the Chilean desert, where he discovered the fundamentals of reality, as he underwent an unhappy and alienated childhood as part of an uprooted family.","18,14","Drama,Fantasy"
A Long Ride from Hell,"Mike Sturges and his younger brother, Roy, are sentenced to Yuma Penitentiary on a trumped-up train robbery charge. Both endure cruel treatment before Mike escapes to extract revenge on their enemies.","28,37","Action,Western"
Brad Pitt: More Than a Pretty Face,"Brad Pitt is a singular actor in Hollywood's glamorous world, breaking through his ""playboy image"" and embodying American cinema's renewal. At the beginning there was a humble Midwestern aware of being a smokescreen for the illusions of his time, who has managed to keep control of his image to better serve the most talented directors of our time. To name but a few: David Fincher, Quentin Tarantino, the Coen brothers, Terrence Malick, James Gray and soon Damien Chazelle. This documentary dives into the brain of a complex, brilliant and endearing personality, far from the cliché of a world-famous movie icon to discover the hidden side of the most handsome man in the world.","99,10770","Documentary,TV Movie"
I Do Not Care If We Go Down in History as Barbarians,"""I do not care if we go down in history as barbarians."" These words, spoken in the Council of Ministers of the summer of 1941, started the ethnic cleansing on the Eastern Front. The film attempts to comment on this statement.","36,18,35","History,Drama,Comedy"
Napoleon vs. Metternich: The Beginning of the End,"On June 26, 1813, Austrian Foreign Minister Klemens von Metternich went to meet Napoleon Bonaparte at his headquarters in Dresden, in the Kingdom of Saxony. Although the French emperor still dominated Europe, the disastrous Russian campaign had sapped his military power. Could France continue to count on Austria's support? A nine-hour private meeting would decide the fate of Europe.","99,36","Documentary,History"
Der Mann für alle Fälle: Ein ganz gewöhnlicher Totschlag,,80,Crime
Chitty Chitty Bang Bang,"A hapless inventor finally finds success with a flying car, which a dictator from a foreign government sets out to take for himself.","10751,10402,12,14,35","Family,Music,Adventure,Fantasy,Comedy"
Waitangi Day: What Really Happened,"This docudrama follows an imaginary news reporter who travels back in time to cover the days leading up to the Treaty of Waitangi's signing on 6 February 1840. Dropping the usual solemnity surrounding Aotearoa's founding document, it uses humour and asides to camera to evoke the chaos and motives behind the treaty. This clip features a confrontation between Hone Heke and representatives of the Crown.",36,History
Black Bag,"When intelligence agent Kathryn Woodhouse is suspected of betraying the nation, her husband – also a legendary agent – faces the ultimate test of whether to be loyal to his marriage, or his country.","18,9648,53","Drama,Mystery,Thriller"
Clash of civilization over an elevator in Piazza Vittorio,,18,Drama
Climate Change: The Facts,"After one of the hottest years on record, Sir David Attenborough looks at the science of climate change and potential solutions to this global threat. Interviews with some of the world’s leading climate scientists explore recent extreme weather conditions such as unprecedented storms and catastrophic wildfires. They also reveal what dangerous levels of climate change could mean for both human populations and the natural world in the future.","99,10770","Documentary,TV Movie"
Sudden Impact,"When a young rape victim takes justice into her own hands and becomes a serial killer, it's up to Dirty Harry Callahan, on suspension from the SFPD, to bring her to justice.","53,80,28","Thriller,Crime,Action"
The Secret,"An American loses all his money and finds himself stranded in England. He finds hope when he meets a female smuggler who has brought jewels into the country inside a teddy bear, but unfortunately, things quickly get out of hand.","80,18","Crime,Drama"
More Pain More Gain,"Jati works out day and night to be like his idol, Joni Krakatau, a legend who stands atop the peak of success. When the more popular Abe stands in the way of his dream of becoming the best, Jati challenges him. As both men tear their muscle and dislocate their joints, they realize that success is not determined by who is the strongest, but who has the stronger determination to reach the top. With both men drenched in the pink goop of Joni Krakatau-branded protein shake, the whole gym goes into a frenzy in search of a true legend.","35,18,27","Comedy,Drama,Horror"
Julia(s),"Paris 2052. Julia, 80 years old, had a fulfilled life. On her birthday, she reflects on the decisions and circumstances that could have led her on different paths. From the age of 17 to this day, her life was full of small but critical moments. Each was a turning point with dramatic consequences. What would have happened if she had forgotten her passport, chosen a different line at the store, driven the scooter this one time...? Is her life a succession of coincidences and accidents or a ready-made path?","18,35","Drama,Comedy"
Dan in Real Life,"Advice columnist Dan Burns is an expert on relationships, but somehow struggles to succeed as a brother, a son and a single parent to three precocious daughters. Things get even more complicated when Dan finds out that the woman he falls in love with is actually his brother's new girlfriend.","35,10749,18","Comedy,Romance,Drama"
Tarahumara (Further and farther),An anthropologist goes to the mountains to study the problems of the indigenous people and finds out that they are being dispossessed of their lands.,18,Drama
Raya and the Last Dragon,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.","16,10751,14,28,12","Animation,Family,Fantasy,Action,Adventure"
To Beat the Band,"An eccentric heir must marry a widow in order to collect the millions left to him in his aunt's will, so a suicidal neighbor agrees to marry the man's young fiancée before offing himself.","10402,35","Music,Comedy"
Nada menos que todo un hombre,,18,Drama
"Durango Is Coming, Pay or Die","Durango, a debt collector, arrives in the town of Tucson, where he is hired by a bank director called Ferguson, who refuses to pay him his fee afterwards. Durango is thrown in jail on a false accusation but manages to escape and teams up with a Mexican bandit to get even with Ferguson, who has concocted a complicated plan to rob a shipment of gold belonging to the people of Tucson.",37,Western
The Way of a Man with a Maid,"When shipping clerk Arthur McArney falls in love with pretty stenographer Elsa Owenson, he finds himself in stiff competition with a fat but wealthy broker named Sankey. Elsa's expensive tastes lead Arthur to spend a week's salary on an evening's entertainment, part with his watch to pay their taxicab fare, and borrow money from his friends to buy her extravagant gifts. Finally, Arthur is forced to take on odd jobs and night duty, which so impresses his employer, Hallet, that he gives the clerk a small raise. After Arthur spends $200 on the proper attire to wear to a lavish Halloween party, Hallet calls him to the office that evening, and Elsa attends the affair with Sankey. To reward his employee's dedication, Hallet promotes Arthur to the post of branch manager. Elsa accepts Arthur's marriage proposal with the promise that she will henceforth economize.",35,Comedy
"Rasmus, Pontus and Toker","Ten-year-old Rasmus, his friend Pontus and his dog Toker, find out about a silver theft in the small town where they live. Family film from Astrid Lindgren's radio series.",10751,Family
Robot Stories,"Four stories including: ""My Robot Baby,"" in which a couple must care for a robot baby before adopting a human child; ""The Robot Fixer,"" in which a mother tries to connect with her dying son; ""Machine Love,"" in which an office worker android learns that he, too, needs love; and ""Clay,"" in which an old sculptor must choose between natural death and digital immortality.","18,878,10749","Drama,Science Fiction,Romance"
"Les Tisserands du pouvoir 2, la révolte",,"36,18","History,Drama"
A Day for Lionhearts,"September the 8th 1943, Rome, day of the armistice. Danilo escapes the fascist enlist, while Michele succeeded to leave his administration moving from Rome. On the way to come back Rome the two meets Gino and all together will try to pass trough the Gothic Line.","10752,18","War,Drama"
Physical Evidence,A police officer suspended and now accused of murder is forced to join forces with his court-appointed attorney to assemble the pieces of a deadly puzzle to find the missing link before time runs out.,"53,80","Thriller,Crime"
"Don't Push, I'll Charge When I'm Ready","During World War II, an Italian POW is accidentally drafted into the American army.","35,10770","Comedy,TV Movie"
The Bleeding Edge,"Each year in the United States, unparalleled innovations in medical diagnostics, treatment, and technology hit the market. But when the same devices designed to save patients end up harming them, who is accountable?",99,Documentary
Trip to the Moon,"In this movie a couple of comedians try to disappear for a while and end up in an asylum, where confused as the mad, and try to escape, but one of them falls in love and that complicates things.",35,Comedy
Kill Me Again,"After Faye and her psychotic boyfriend, Vince, successfully rob a mob courier, Faye decides to abscond with the loot. She heads to Reno, where she hires feckless private investigator Jack Andrews to help fake her death. He pulls the scheme off and sets up Faye with a new identity, only to have her skip out on him without paying. Jack follows her to Vegas and learns he's not the only one after her. Vince has discovered that she's still alive.","18,28,53,80","Drama,Action,Thriller,Crime"
Last Call in the Dog House,"The Dog House is a legendary New York dive bar, owned by an extraordinary family. Three people, from different back grounds, enter at closing time on separate nights, carrying the world on their shoulders; but by the time each of them leaves after ""last call"", their souls are saved, while two of them realize how connected they are. Last Call at the Dog House is a unique and uplifting gay spiritual film that packs an emotional punch.","18,14","Drama,Fantasy"
"Luis García Berlanga: pasado, presente y futuro del cine español",A conversation about the work of Spanish filmmaker Luis García Berlanga (1921-2010) and his perdurance in contemporary Spanish cinema.,99,Documentary
Más respeto que soy tu madre,"Mirta is doing her best to navigate the social and economic crisis pummeling Argentina on the eve of the 21st century, after all, she's got an unemployed husband, three stressed-out kids, and a drug addict father-in-law to look after. As the crisis promises to boot the family from the middle class, Mirta decides to open a pizzeria that will serve slices with lots of laughs and extra drama.",35,Comedy
The Man Who Found Himself,"Young Jim Stanton is a conscientious surgeon, but spends too many off-duty hours pursuing his passion for aviation to suit his stuffy father. When it is discovered that a passenger killed in a plane that Jim crashes was a married woman, the resulting scandal prompts the hospital to put Jim on probation. His pride wounded, Jim takes to the open road and enjoys the simpler life of a vagabond. In Los Angeles--where he is arrested for vagrancy and put to work on a road crew--Jim runs into old pal Dick Miller, who gets him a job as a mechanic for Roberts Aviation. But maintaining his anonymity becomes more difficult, particularly when a pretty nurse, Doris King, decides to make Jim's redemption her personal crusade.",18,Drama
I've Loved You So Long,A woman struggles to interact with her family and find her place in society after spending fifteen years in prison.,18,Drama
Too Young to Marry,"In this comedy drama set in a small town, a milque-toast gets a backbone and stands up to his overbearing wife. Only one of his daughters is on his side. The family is amazed and shocked by his sudden change. At first they rebel, but when he defies his wife and allows his good daughter to marry the grocery boy she loves, they finally come to respect him.",35,Comedy
The Prince & Me 2: The Royal Wedding,"With just weeks before their royal wedding, Paige and Edvard find their relationship and the Danish monarchy in jeopardy when an old law is brought to light, stating that an unmarried heir to the throne may marry only a woman of noble blood or else he must relinquish his crown.","10749,35,10751","Romance,Comedy,Family"
Lokah Chapter 1: Chandra,"The story follows Chandra , a mysterious, goth-influenced woman who has just moved to Bangalore and begins working night shifts at a café. Across the road from her apartment live Sunny and Venu, two aimless bachelors. Sunny becomes infatuated with Chandra, observing her odd routines, strange visitors, and reclusive nature. Their dynamic changes when Sunny gets a glimpse of Chandra in her act.","28,12,14","Action,Adventure,Fantasy"
Caligula,"After the death of the paranoid emperor Tiberius, Caligula, his heir, seizes power and plunges the empire into a bloody spiral of madness and depravity.","18,36","Drama,History"
The Jungle Bunch,"Maurice may look like a penguin - but he's a real tiger inside! Raised by a tigress, he's the clumsiest kung-fu master ever. Along with his friends, The Jungle Bunch, he intends to maintain order and justice in the jungle, as his mother did before he. But Igor, an evil koala, wants to destroy the jungle once and for all—helped by his army of silly baboons.","12,35,10751,16","Adventure,Comedy,Family,Animation"
L'ultimo gattopardo - Ritratto di Goffredo Lombardo,,99,Documentary
"Tu vas rire, mais je te quitte",The complicated life of a wannabe actress who meets an older writer in the midst of a crisis.,35,Comedy
The Rockford Files: If It Bleeds... It Leads,Jim Rockford must help a friend unjustly accused of child molestation.,"80,9648,10770","Crime,Mystery,TV Movie"
Åsa-Nisse bland grevar och baroner,Åsa-Nisse has found a new job as forest ranger at count Malcolms estate Segerstad.,35,Comedy
Das Mädel aus dem Böhmerwald,,18,Drama
Next Day Air,"Two inept criminals are mistakenly delivered a package of cocaine and think they've hit the jackpot, triggering a series of events that changes ten people's lives forever.","28,35,80","Action,Comedy,Crime"
Boogie Nights,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",18,Drama
Palm Trees in the Snow,"Spain, 2003. An accidental discovery leads Clarence to travel from the snowy mountains of Huesca to Equatorial Guinea, to visit the land where her father Jacobo and her uncle Kilian spent most of their youth, the island of Fernando Poo.","18,36,10749","Drama,History,Romance"
Saturday the 14th Strikes Back,"Eddie and his family have just inherited a spooky wreck of a house. What they do not know about the house is that it was built over an evil passage way, but they are soon to discover the wacky evil it releases.","35,14,27","Comedy,Fantasy,Horror"
A City Is Beautiful at Night,"Adapted from the best-seller, the films is a road movie full of music and poetry, driving us from the hot districts of Marseille, to Paris, Montrealand Dakar. Paulo, the young writer, follows Richard, the old musician, in his wanderings, encounters, love stories and will share his vision of life. Richard transmits to Paulo his crazy and strange experience, opening the door to an enchanting world of passion.",18,Drama
The Beast Within: Making Alien,"A behind-the-scenes look at the making of “Alien,” the terrifying classic about a spaceship crew trapped with a hideous monster that's hunting them one by one.",99,Documentary
Losing It,"Roman loves Camille as much as he loves his two daughters. But he is hiding from all of them a serious problem of addiction, which could endanger his dearest. Does love have a chance to survive when trust is broken?",18,Drama
Boy & the World,"Suffering because of his father's departure to the big city, a boy leaves his village and discovers a fantastic world dominated by bug-engines and strange beings. An unusual animation with various artistic techniques that portrays the issues of the modern world through the eyes of a child.","16,14,12,10751","Animation,Fantasy,Adventure,Family"
